name,calories,protein,carbs,fat,fiber
Coconut finger,274.86,7.09,42.56,8.86,1.87
Pineapple cake ,195.57,5.01,23.51,9.34,0.76
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8,6.56,47.1,23.62,1.54
Chocolate chip cookies,425.29,5.79,57.98,19.38,1.05
Sweet plain biscuit,380.76,5.86,50.29,17.67,1.07
Chocolate biscuit,379.76,5.88,51.56,17.09,1.01
Coconut biscuit (Nariyal ke biscuit),434.98,5.78,42.9,27.16,3.64
Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,6.15,45.09,22.39,1.68
Peanut biscuit,401.05,8.45,46.72,20.41,2.48
Pin wheel biscuit,404.6,5.4,54.56,18.66,1.16
Saffron biscuit (Kesar biscuit),458.61,6.05,59.7,22.01,1.9
Masala biscuit,393.64,6.06,45.18,20.75,2.14
Ice box cookies,374.24,5.7,56.09,14.44,1.28
Ginger bread man,365.0,6.61,60.26,11.01,1.6
Danish cookies,475.33,5.33,58.0,24.92,1.37
Short bread cookies,443.09,6.03,64.82,17.98,1.57
Coffee biscuit,416.57,6.9,46.55,23.0,1.59
Melting moments,437.91,5.71,55.84,21.78,1.88
Ginger biscuit (Adarak ke biscuit),417.91,5.98,58.44,18.31,1.49
Soyabean muthias,839.33,2.46,3.7,90.45,1.47
Soyabean tikki,698.17,3.53,4.39,74.02,2.2
Soyabean namak paras,838.46,2.65,4.65,89.83,1.41
Peanut burfi (Moongfali ki burfi),550.99,9.31,48.14,36.84,4.09
Spinach peanut namak paras (Palak moongfali namak paras),740.16,1.65,6.62,78.51,0.81
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.89,2.08,7.63,80.04,1.39
Rice moong dal cheela (Chawal aur moong dal ka cheela),798.26,2.74,11.13,82.44,1.18
Split bengal gram sweet rice (Channa dal sweet rice),190.21,4.15,41.07,0.64,2.23
Sweet poori (Meethi poori),782.75,2.12,14.26,79.63,1.54
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,9.84,60.0,18.41,6.02
Spinach burfi (Palak burfi),121.17,2.71,12.76,6.81,1.17
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,9.51,62.66,7.93,8.16
Sprouted moong daliya ,111.56,2.81,14.77,4.71,3.12
Sprouted moong poha ,192.6,5.59,26.6,6.89,3.13
Pearl millet ladoo (Bajra ladoo),319.66,9.61,50.98,8.06,6.0
Paushtik ladoo,485.87,7.65,60.34,24.98,4.57
Paushtik roti,149.26,7.17,26.59,1.51,5.74
Semolina carrot vada (Suji gajar vada),699.53,1.56,6.52,74.07,1.07
Dhokla,216.49,13.45,30.68,5.28,4.95
Kashmiri tea (Kehwa),24.9,0.17,5.23,0.51,0.16
Steeped hot coffee,15.91,0.39,3.01,0.33,0.0
Hot chocolate,90.01,3.43,9.02,4.61,0.0
Cold coffee (with cream),82.76,1.93,11.98,3.29,0.0
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,2.01,11.15,2.77,0.27
Flavoured milkshake,66.78,2.06,8.65,2.83,0.0
Jal jeera,30.24,0.44,6.7,0.26,0.95
Gingo,48.02,0.14,12.42,0.06,0.17
Mintade,40.32,0.03,10.59,0.02,0.03
Canjee,6.61,0.24,0.44,0.42,0.36
Cauliflower canjee (Phoolgobhi ki canjee),6.9,0.39,0.35,0.42,0.49
Potato canjee (Aloo canjee),16.26,0.44,2.69,0.39,0.43
Vermicelli porridge (Semiya/Seviyan porridge),78.4,2.5,10.56,2.98,0.48
Semolina upma (Suji/Rava upma),147.89,3.3,16.31,7.49,3.24
Vermicelli upma (Semiya/Seviyan upma),149.11,3.11,16.88,7.45,3.21
Rice upma,151.27,2.63,17.96,7.46,2.12
Bread upma,129.51,2.8,12.6,7.75,1.96
Vegetable upma,146.47,4.73,16.46,6.63,4.19
Poha,294.53,6.09,35.05,14.14,3.72
Vegetable poha,180.52,4.89,21.52,8.07,3.76
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.89,6.97,19.42,5.11,4.25
Paneer stuffed cheela/chilla,205.19,11.44,19.16,8.89,4.03
Indian style egg bhujia (Anda bhujia (Indian style)),102.83,6.1,3.76,7.02,1.53
French omelette/omlet,211.04,10.03,0.41,18.86,0.38
Puffy omelette/omlet,188.15,8.82,0.08,16.84,0.0
Orange omelette/omlet,194.66,8.93,1.68,16.84,0.0
Cheese and mushroom omelette/omlet,205.63,9.69,1.68,17.82,0.93
Spanish omelette/omlet,157.45,8.25,5.1,11.44,2.54
Mixed stock,25.19,2.06,0.33,1.71,0.15
Meat stock,24.48,2.1,0.0,1.78,0.0
White stock,6.99,0.07,0.4,0.56,0.17
Meat consomme (with mutton),29.76,14.86,0.51,13.68,0.71
Consomme au julienne,27.76,12.49,1.49,10.66,1.38
Consomme au vermicelli,29.94,15.23,1.3,12.98,0.81
Green pea soup (Matar ka soup),39.81,11.06,3.63,12.9,2.49
Spinach soup (Palak ka soup),32.59,10.54,3.03,14.26,1.98
Mixed vegetable soup,35.71,8.22,2.95,11.66,1.64
Cheese soup,41.13,12.39,1.87,17.07,1.8
Mulligatawny soup,54.42,11.26,8.24,13.28,2.6
Cream of carrot soup,59.77,8.27,5.69,12.35,1.98
Cream of broccoli soup,56.14,8.97,3.72,12.75,1.89
Cream of potato soup,60.2,8.1,6.14,12.05,1.51
Almond soup (Badam ka soup),78.65,10.13,3.68,13.8,0.91
Cold cucumber cream soup ,11.88,0.34,1.76,0.34,0.73
Cold tomato soup,16.9,0.11,0.59,1.56,0.16
Chicken stew,127.55,7.19,4.44,8.91,1.82
Veg paneer stew,145.55,6.98,10.22,8.41,3.08
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.27,4.37,26.37,7.27,5.16
Methi parantha/paratha,148.36,4.27,22.19,4.34,5.09
Bathua poori,598.79,2.35,13.85,59.14,1.87
Gram flour poori (Besan poori),697.66,2.59,10.93,71.51,1.94
Beetroot poori (Chukandar ki poori),527.66,1.91,12.29,52.18,1.4
Peas poori (Matar ki poori),592.83,3.04,14.92,57.69,2.25
Peas kachori (Matar kachori),584.68,3.21,13.25,57.51,2.03
Pizza,146.77,6.85,9.94,8.72,1.71
Bacon and mushroom pancake,157.67,6.82,8.47,10.6,1.59
Cheese and tomato pancake,147.39,5.15,10.66,9.28,1.06
Minced meat pancake (with chicken),116.04,12.01,8.18,10.48,0.7
Eggplant/Brinjal rice (Vangi bhat),184.8,5.28,31.74,3.67,4.44
Kashmiri 'tahar',98.21,1.95,19.11,1.37,0.98
Cumin pulao (Jeera/Zeera pulao),135.24,2.47,23.61,3.2,1.4
Peas pulao (Matar pulao),108.87,3.89,18.42,1.9,3.21
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,3.6,19.72,2.3,3.16
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,3.44,21.55,2.58,2.69
Mutton pulao,130.77,6.52,11.26,10.78,1.65
Chicken pulao,108.24,6.07,11.17,8.48,1.64
Mexican rice,120.57,4.62,14.21,4.88,1.64
Plain khitchdi (Plain khichri/khichdi),57.03,1.72,10.04,1.01,0.85
Instant idli (with semolina),247.29,9.16,43.4,3.61,7.13
Plain dosa,380.91,10.34,64.08,8.43,5.23
Masala dosa mixed vegetable fillings,144.53,4.84,23.02,3.26,4.31
Masala dosa paneer fillings,243.12,10.31,29.76,8.84,3.11
Uttapam,255.95,6.18,36.28,9.03,4.4
Appam,267.7,3.12,13.28,22.63,6.19
Beans and macaroni,136.08,4.58,14.24,7.01,2.05
Spaghetti bolognese,97.43,9.35,10.04,9.51,1.08
Meat and macaroni casserole,161.55,9.15,16.12,10.17,1.19
Spaghetti with meat balls and tomato sauce,158.13,5.61,10.46,10.64,1.11
Spaghetti with paneer balls and tomato sauce,158.54,3.95,12.72,10.44,1.25
Lasagne with meat sauce,63.38,2.9,5.38,3.43,0.47
Lasagne with vegetables,49.23,1.71,5.9,2.16,0.66
Home made egg noodles,240.84,6.55,42.92,4.37,1.6
Sour lentils (Khatti dal),34.79,2.22,6.04,0.12,1.22
Urad special dehusked,69.43,3.14,8.86,2.17,2.5
Arhar with spinach (Arhar dal aur palak),52.84,2.05,4.77,2.76,1.3
Moong dal with vadi,24.08,0.4,1.0,2.05,0.39
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.74,1.13,3.37,0.88,1.6
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41,1.11,2.85,0.87,1.54
Green gram whole with baghar (Sabut moong dal with tadka),63.43,3.23,6.8,2.48,3.02
Urad sabut special,79.39,2.33,5.03,5.46,2.15
Kabuli channa curry,68.57,2.92,7.63,3.06,1.12
Besan gatte curry,189.38,7.75,16.26,10.72,3.25
Dry masala chops,135.07,9.08,3.3,9.54,0.86
Mutton korma,115.64,7.09,2.53,8.54,0.78
Shahi keema kofta curry,418.13,4.14,1.73,43.83,0.91
Minced meat ball curry,109.79,6.82,2.86,7.85,1.49
Boti kebab,132.86,9.22,3.06,9.27,0.76
Mutton seekh kebab,133.94,11.25,3.11,8.43,1.88
Indian lamb and egg curry (Nargisi kofta),335.75,3.84,2.07,34.7,0.6
Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,2.85,3.27,55.99,0.86
Soya chunks korma (Nutrinugget korma),131.43,3.86,7.67,9.5,2.57
Mushroom matar,70.77,2.79,5.33,4.11,3.13
Soya chunks and peas (Nutrinugget matar),82.62,3.03,5.82,5.11,2.86
Vegetable yakhni,406.06,1.18,1.94,43.8,0.61
Spinach mushroom (Palak mushroom),47.63,1.94,2.95,2.96,2.27
Vegetarian nargisi kofta curry,332.15,2.29,6.58,32.94,0.86
Roast chicken,199.9,20.49,0.1,13.06,0.03
Shahi chicken masala,163.7,9.82,4.07,12.02,0.96
Tomato chicken,111.68,10.57,2.13,6.71,1.42
Creamy chicken,152.87,13.52,3.13,9.57,0.69
Broccoli chicken ala king,119.56,7.97,5.34,7.57,1.92
Ginger chicken,129.17,8.24,5.6,8.24,1.21
Chicken sweet and sour,445.09,6.92,2.67,47.59,0.58
Chicken korma,147.96,9.83,5.43,9.67,1.82
Bengal fish curry (Bengali machli curry),109.43,7.26,4.42,7.03,1.93
Fish finger,542.9,5.66,4.47,55.82,0.34
Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,8.66,2.73,4.43,1.52
Prawn curry (with coconut) (Jhinga curry),109.55,8.54,3.1,6.93,1.56
Baked stuffed fish,121.96,16.14,2.12,5.43,0.38
Fish pie,120.9,9.25,7.74,5.77,0.76
Crispy baked fish,138.4,10.95,9.59,6.41,1.21
Fish souffle,139.71,10.51,5.14,8.55,0.19
Potato curry (Aloo ki sabzi),89.56,1.52,10.42,4.47,2.42
Egg curry (Anda curry),117.52,5.38,4.03,8.81,2.09
Vegetable curry with coconut ,83.07,2.77,7.19,4.66,3.35
Curd with potatoes (Dahi aloo),59.9,1.56,7.15,2.72,1.19
Potato kofta curry (Aloo kofta curry),455.4,0.56,2.78,49.08,0.56
Yam kofta curry (Zimikand/Suran kofta curry),322.88,0.71,3.75,33.84,1.04
Jackfruit kofta curry (Kathal ka kofta curry),321.08,0.8,3.17,33.83,0.96
Spinach and potato (Palak aloo),57.17,1.63,5.91,2.82,2.04
Mooli bhujia,91.2,1.69,4.74,7.25,2.36
Bathua bhujia,90.9,2.26,3.63,7.29,3.8
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.48,8.21,6.09,9.36,1.84
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.63,5.76,7.03,8.17,2.35
Dry arbi (Sookhi arbi),134.95,2.12,11.11,8.97,2.47
Masala arbi,185.38,3.01,16.16,11.9,3.1
Peas brinjal bhartha (Matar baingan bhartha),84.55,2.05,5.02,6.05,3.63
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.81,1.83,4.5,9.27,3.57
Crispy okra/Crispy lady's fingers (Karare bhindi),657.76,1.91,4.35,70.4,1.75
Beans foogath,105.06,2.03,3.26,9.22,4.15
Stuffed bittergourd (wet) (Bharwa karele),162.36,1.36,4.68,15.24,2.86
Jackfruit/Kathal (dry),488.97,0.93,4.56,51.78,1.33
Yam fried (Zimikand/Suran fried),491.76,0.79,5.47,51.79,1.44
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.67,2.75,8.23,5.54,3.26
Vegetable jalfrezi,68.48,1.4,5.43,4.38,2.97
Vegetables stir fry ,30.78,1.04,3.19,1.47,1.37
Broccoli delight,40.7,2.49,2.34,2.48,2.83
Dhansak (vegetarian),82.8,3.32,7.28,4.18,4.17
Cauliflower basket,90.95,5.21,3.97,5.88,2.4
Stuffed bottle gourd (Stuffed ghiya/lauki),93.19,5.84,4.36,5.8,1.18
Ducheese potato,140.54,3.6,10.94,9.01,1.29
Roast potatoes ,87.32,1.53,14.52,2.35,1.71
Stuffed baked potatoes ,100.2,3.82,11.03,4.39,1.31
Potato nests,111.62,5.71,11.05,4.77,2.49
Parsley potato,119.51,1.49,13.81,6.28,1.59
Creamed spinach and mushroom,419.62,2.28,3.17,44.14,1.02
Fricassee of Mushroom,106.66,3.65,8.13,6.63,1.23
Cauliflower au gratin,145.9,4.45,9.13,10.2,1.44
Vegetable and cheese pie,126.88,4.03,8.76,8.28,1.91
Spinach souffle ,150.18,7.36,6.27,10.52,1.44
Beetroot and egg salad (Chukandar aur ande ka salad),84.92,3.36,3.4,6.45,0.55
Sour cream potato salad,121.9,2.89,9.05,8.13,1.21
Tossed green salad,49.88,1.33,3.82,3.24,1.33
Spring basket salad,160.46,3.36,11.61,11.3,3.09
Cucumber and yogurt salad (Kheere aur dahi ka salad),36.13,2.09,4.72,0.93,1.66
Chicken and tomato towers,100.55,6.9,2.36,6.99,1.14
Jellied sunshine fruit salad,48.86,5.85,4.21,0.85,1.8
Tomato aspic,50.37,6.87,5.02,0.26,1.58
Frozen frosty fruit salad (Phalon ka salaad),103.51,1.68,15.61,4.17,0.26
French dressing,733.77,0.32,3.68,79.65,0.22
Mayonnaise without eggs,329.05,2.13,3.98,33.84,0.04
Curd dressing ,78.8,5.59,8.03,2.9,0.22
Carrot raita (Gajar ka raita),64.78,4.14,7.19,2.19,1.69
Pumpkin raita (Kaddu ka raita),55.6,3.74,6.02,1.88,1.04
Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,7.05,7.31,6.19,1.79
Spinach raita (Palak ka raita),52.75,3.95,5.06,1.86,1.39
Bathua raita,54.4,4.13,5.31,1.76,2.19
Pineapple raita (Ananas ka raita),67.74,3.9,8.62,2.02,1.39
Banana raita (Kele ka raita),89.03,4.13,13.51,2.07,1.0
Mango raita (Aam ka raita),67.37,3.9,8.23,2.14,0.89
Guava raita (Amarood ka raita),64.36,4.19,7.27,2.07,3.0
Grapes raita (Angoor ka raita),72.59,3.98,9.66,2.07,0.71
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,2.7,10.0,3.86,0.55
Pumpkin kheer (Kaddu ki kheer),86.35,2.76,10.44,3.86,0.63
Apple kheer (Seb ki kheer),81.3,2.14,11.34,3.18,0.51
Caramel custard (baked),122.7,5.11,14.95,5.01,0.0
Vanilla ice cream without egg,228.67,2.69,14.21,18.15,0.0
Vanilla ice cream with egg,214.85,4.16,11.71,17.02,0.0
Strawberry ice cream,215.61,4.15,12.26,16.96,0.0
Chocochip ice cream,241.45,4.23,16.75,17.93,0.0
Choconut ice cream,273.96,5.04,23.13,18.49,0.51
Pear chocholate sunday,183.49,2.08,15.02,13.11,0.07
Chocolate sauce,263.2,1.91,43.21,10.39,0.0
Coffee ice cream,150.62,3.15,14.09,9.43,0.0
Coffee pear alaska,203.99,2.88,19.36,13.22,0.15
Crunchy butterscotch,277.32,3.11,19.92,20.99,0.47
Peach melba ice cream,200.85,2.06,16.31,14.51,0.06
Vanilla ice cream with apples in hot cherry sauce,196.32,1.73,22.75,11.45,0.26
Grape and orange whip,57.39,1.41,6.72,2.62,0.97
Honey banana cream,125.49,2.78,13.64,6.68,0.7
Raspberry bavarian cream,150.1,3.34,17.82,7.88,2.19
Fruit delight,107.09,2.09,9.11,7.09,0.09
Creamy chocolate mousse,230.52,6.85,9.53,18.16,0.0
Cold lemon souffle,169.87,5.89,15.62,9.78,0.0
Cold orange souffle,173.19,5.94,16.27,9.82,0.11
Cold pineapple souffle,181.22,6.23,16.85,10.39,0.0
Cold vanilla souffle,179.54,6.22,16.29,10.32,0.0
Cold chocolate souffle,187.53,6.37,17.22,10.86,0.0
Stewed fruit (with pear),74.32,0.25,18.22,0.32,2.84
Apricot fool,240.79,1.54,33.64,11.35,1.0
Pavlova,200.6,1.84,21.84,12.29,0.06
Apple crumb pudding,220.85,1.54,35.17,8.87,1.33
Steamed cake with chocolate sauce,301.91,4.49,29.06,19.01,0.29
Hot lemon souffle,155.25,5.29,16.31,7.93,0.14
Gulab jamun with milk powder,471.15,0.85,28.24,40.15,0.05
Chum chum,130.05,1.52,28.27,1.92,0.02
Dil bahar,130.05,1.52,28.27,1.92,0.02
Rasbhari,130.05,1.52,28.27,1.92,0.02
Rajbogh,133.7,1.71,28.16,2.28,0.11
Rasgulla,118.64,1.38,25.79,1.75,0.01
Rasmalai,135.55,1.61,29.17,2.11,0.07
Khoa coconut burfi,411.45,9.98,36.55,26.01,4.07
Danedar burfi,102.68,3.24,12.33,4.72,0.09
Semolina burfi (Suji/Rava burfi),348.67,3.47,47.1,16.86,2.8
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,1.75,17.02,12.66,4.29
Khoa ladoo,396.02,12.21,34.43,24.09,3.08
Wheat and gram flour ladoo (Atta besan ladoo),501.7,9.38,50.5,29.86,6.01
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,5.44,48.02,25.45,4.27
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,8.5,50.49,4.66,5.54
Murmura chikki,253.82,2.12,59.59,0.32,0.37
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,2.05,6.48,57.61,1.44
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,2.22,5.55,71.01,1.34
Chicken pakora/pakoda,590.09,6.03,4.55,60.98,0.96
Fish pakora/pakoda,577.03,5.97,4.55,59.52,0.96
Paneer cutlet,672.2,4.59,7.62,69.38,0.39
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,0.56,11.23,56.97,0.54
Poshtik cutlet,496.45,2.0,7.39,50.94,1.35
Egg cutlet (Anda cutlet),575.02,2.45,5.77,60.25,0.58
Minced meat cutlet,531.86,5.1,5.61,54.47,0.4
Vegetable samosa,443.11,2.21,13.22,42.22,1.52
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,4.39,9.7,76.32,2.27
Masala urad dal vada,703.78,4.32,9.93,71.62,2.71
Khaman (dhokla),54.73,1.92,5.36,2.8,1.49
Instant dhokla,207.11,7.66,24.11,9.37,3.57
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,1.05,9.11,0.32,2.14
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,1.53,8.22,0.36,2.63
Coriander chutney (Hare dhaniye ki chutney),42.86,1.38,8.16,0.37,2.47
Gooseberry chutney (Amla chutney),43.02,1.44,8.83,0.62,4.58
Walnut chutney (Akhrot ki chutney),370.43,9.44,8.91,33.46,3.04
Saunth/Sonth chutney with ginger,84.22,0.28,20.62,0.11,0.31
Gun powder chutney,312.34,21.55,47.65,2.67,13.95
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,12.88,36.72,15.88,13.16
Curd mint dip ,76.13,4.82,9.11,2.44,0.77
Curd vegetable dip,56.21,3.88,6.04,1.94,0.63
Mayonnaise vegetable dip,241.27,3.01,4.8,23.44,0.41
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,4.03,20.51,6.31,2.1
Tomato sandwich (grilled),189.92,6.26,21.29,9.39,1.91
French sandwich (toasted),186.75,6.82,14.82,11.51,1.37
Peanut butter cucumber sandwich,243.33,9.04,29.76,10.56,3.35
Mint and peanut sandwich,273.59,7.18,31.83,13.88,3.67
Spicy chutney sandwich,249.58,8.74,34.03,9.58,3.73
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,12.58,22.62,16.77,1.53
Rolled sandwich,293.07,6.45,34.69,15.29,2.07
Ribbon sandwich,239.26,6.26,24.76,13.37,2.92
Checker board sandwich,348.37,7.37,25.94,24.65,2.22
Submarine sandwich,216.92,6.09,13.6,15.32,1.24
Cheese open sandwich,274.07,9.84,28.42,14.24,1.74
Sunset and sunrise open sandwich,241.31,8.58,18.89,15.14,1.39
Danish luncheon sandwich,193.82,9.03,17.77,10.1,1.52
Chicken and corn open sandwich,188.16,8.63,19.21,8.83,1.67
Chocolate sponge cake,239.86,9.13,39.54,5.51,0.52
Chocolate swiss roll,306.08,6.01,26.97,19.76,0.29
Lemon curd filling,225.62,3.43,26.41,12.58,0.0
Jam filling,184.62,0.0,46.15,0.0,0.0
Chocolate pastry,243.37,7.05,32.24,10.12,0.32
Assorted pastry,230.74,6.78,31.99,8.91,0.43
Orange gateau,178.05,4.78,27.01,6.02,0.68
Black forest gateau,217.82,5.94,30.57,8.58,0.28
Lemon cake,373.85,5.29,43.1,20.63,0.62
Dundee cake,396.62,7.78,41.4,22.7,1.81
Victorian sandwich cake,373.09,5.18,44.74,19.83,0.59
Chocolate eggless cake,312.01,6.66,43.45,13.19,0.32
Orange eggless cake,355.62,7.16,52.65,13.82,0.56
Chocolate glace icing,436.29,3.22,62.43,20.8,0.0
Butter icing,500.72,0.19,71.64,25.37,0.0
Chocolate butter icing,469.59,3.21,61.72,24.77,0.0
Almond biscuit (Badam ke biscuit),407.74,6.25,52.14,19.7,1.5
Orange biscuit,354.78,3.63,62.11,11.01,0.75
Gingerman biscuit,357.43,6.26,55.24,12.73,2.0
Coffee drops,443.07,7.57,43.06,27.16,1.88
Christmas biscuit,406.07,5.67,60.97,15.88,2.17
Christmas wreath biscuit,386.05,5.43,58.07,15.01,2.28
Christmas bell biscuit,404.85,5.66,60.79,15.84,2.33
Christmas star biscuit,392.03,3.54,74.54,10.04,1.47
Christmas tree biscuit,385.63,5.43,58.41,15.0,2.65
Chocolate cream shells,427.17,5.1,59.26,19.34,0.9
Jelly biscuit,404.61,4.23,55.24,19.33,2.02
Cherry and walnut cookies,422.6,5.63,59.35,18.75,1.3
Cheese straws,382.0,9.83,30.61,24.28,1.29
Butterfly biscuit,341.45,9.98,25.33,22.11,1.02
Flan pastry,445.8,6.72,47.84,25.04,1.58
Fruit flan,261.35,3.3,34.71,12.48,0.71
Orange cream flan,280.28,4.73,36.16,13.59,0.63
Fruit puree tart,286.5,3.35,30.42,16.83,1.31
Apple banana pie,243.99,3.13,32.12,11.39,1.89
Lemon chiffon pie,259.31,4.88,27.63,14.52,0.66
Orange chiffon pie,207.57,3.89,23.14,11.16,0.7
Cream buns,215.74,4.45,14.16,15.81,0.31
Savoury puffs,190.79,9.51,10.8,15.24,0.33
Choux swans,216.34,4.35,14.92,15.6,0.35
Potato aigrettes,530.03,2.35,8.01,54.24,0.45
Cream horns,408.23,3.42,23.12,33.55,0.6
Savoury cheese horns,295.15,5.66,21.38,20.71,0.73
Paneer patties,338.58,7.6,22.79,23.96,1.18
Vegetable patties ,261.92,4.01,20.98,17.74,2.62
Pearl millet infant food (Bajra shishu aahaar),362.44,11.98,62.1,6.62,7.84
Sajina,345.26,10.81,66.87,3.03,7.62
Cereal mix ,120.81,3.32,21.84,2.02,2.03
Pulse mix,83.29,3.16,16.0,0.54,2.25
Shishu ahar,93.37,2.61,17.42,1.43,1.02
Cereal pulse mix with amylase rice flour,151.57,4.27,27.8,2.74,3.47
Banana groundnut paste/puree,213.19,4.27,36.15,5.45,1.7
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,10.8,65.04,8.33,4.51
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,3.26,23.19,1.06,1.44
Spinach khichri (Palak khichri/khichdi),102.18,3.43,17.35,1.91,1.56
Vegetable mix,174.21,4.7,36.02,0.94,1.93
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,2.71,8.36,0.94,1.28
Maize porridge,89.57,2.14,15.64,1.89,1.68
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,3.36,13.59,4.39,2.07
Split bengal gram burfi/fudge (Channa dal burfi),287.36,4.65,54.63,7.09,2.06
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,4.29,39.64,3.42,2.56
Pearl millet mathri (Bajra mathri),785.08,1.82,7.42,83.12,1.36
Sesame biscuit (Til ke biscuit),424.03,8.27,53.65,19.34,6.83
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,4.05,8.68,67.19,2.65
Poshtik namak paras,613.39,6.49,19.52,56.58,4.55
Soya chikki,423.7,7.18,62.89,15.51,3.55
Besan bathua chilla/cheela,373.82,11.48,40.65,18.57,7.79
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,9.46,44.31,19.19,7.3
Gram flour and semolina dhokla (Besan suji dhokla),198.91,8.52,25.92,7.1,4.59
Atta dal burfi ,298.8,6.66,40.64,12.47,4.08
Soya roti,283.96,9.18,40.03,9.23,8.71
Poshtik khichdi/khichri,93.37,3.04,15.64,1.88,2.0
Namkeen daliya,295.11,8.29,49.32,7.99,8.57
Sprouts upma ,316.25,9.5,44.96,10.44,7.16
Semolina idli (Suji/Rava idli),206.39,9.34,33.67,3.47,5.85
Poshtik chilla/cheela,159.53,4.85,27.47,3.04,4.91
Stuffed bittergourd (dry) (Bharwa karela),217.65,1.29,2.49,22.38,3.0
Cauliflower potato canjee,16.79,0.57,2.63,0.39,0.69
Creamed spinach,96.91,5.18,4.44,6.39,1.33
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),68.35,1.93,9.18,2.8,0.23
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),68.49,1.93,9.33,2.75,0.42
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),67.82,1.95,9.15,2.75,0.16
Woodapple juice (Bel ka sharbat),34.18,0.63,6.51,0.7,1.03
Sattu drink,23.38,0.56,5.16,0.14,0.4
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,0.15,30.74,0.29,1.13
Thandai,101.18,3.59,9.13,5.89,0.8
Cucumber sharbat (Kheere ka sharbat),27.28,0.26,6.64,0.06,0.78
Apple oats chia seed smoothie,85.64,3.49,13.07,2.48,1.44
Nannari sharbat,88.79,0.01,23.62,0.01,0.0
Semolina milk drink (Thari kanji),44.16,0.98,6.93,1.36,0.72
Saffron milk (Kesariya doodh),102.18,3.17,12.64,4.57,0.14
Black rice kheer (Chak-hao kheer),147.94,4.37,22.93,4.91,0.76
Coconut kheer (Nariyal ki kheer),162.61,3.4,14.42,10.55,1.53
Apple sago payasam (Seb aur sabudana ki kheer),136.5,3.13,14.4,7.66,0.38
Kesari bath,244.57,2.4,31.38,12.59,1.65
Putharekulu,318.3,3.66,59.61,7.55,1.75
Mango malpua,334.64,1.65,12.84,30.67,2.08
Mango vanilla custard,147.63,3.43,18.41,7.04,0.99
Kiwi granola pudding,280.99,5.6,32.33,15.36,3.71
Oats burfi,425.19,8.89,62.47,17.27,4.96
Lotus seed halwa (Kamal gattay ka halwa),370.55,7.79,39.56,20.69,0.42
Amaranth ladoo (Rajgira ladoo),454.15,10.12,51.33,22.7,5.11
Chhena poda,344.57,13.68,33.64,17.94,1.4
Sweet couscous dessert,196.2,3.81,29.69,7.69,2.18
Sweetened yogurt (Shrikhand),107.18,5.27,16.02,2.89,0.08
